object index,object name,correct x,correct y,final placement x,final placement y,final time (ms),absolute distance,correct result,number placements,all placements,all times,trial,trial type,run
1,Hat.ico     ,0.339,0.801,0.445,0.421,65715.0,74.95638465134242,0,2,"[(-1.0, -1.0), (0.445, 0.421)]","[49751.0, 65715.0]",0,P,a
2,HORLOGE.ICO ,0.512,0.532,0.21,0.421,36683.0,61.13307206414545,0,2,"[(0.573, 0.262), (0.21, 0.421)]","[16928.0, 36683.0]",0,P,a
1,Hat.ico     ,0.381,0.357,0.461,0.192,42441.0,34.84052955969527,0,4,"[(-1.0, -1.0), (-1.0, -1.0), (0.462, 0.189), (0.461, 0.192)]","[11640.0, 20058.0, 33072.0, 42441.0]",1,P,a
2,HORLOGE.ICO ,0.822,0.442,0.183,0.206,59414.0,129.4257072609611,0,1,"[(0.183, 0.206)]",[59414.0],1,P,a
1,Hat.ico     ,0.512,0.532,0.674,0.281,30208.0,56.76041314155492,0,1,"[(0.674, 0.281)]",[30208.0],2,P,a
2,HORLOGE.ICO ,0.339,0.801,0.219,0.296,22599.0,98.6217141404468,0,1,"[(0.219, 0.296)]",[22599.0],2,P,a
1,AARDAPP.ICO ,0.827,0.467,0.6,0.189,61961.0,68.19200319685586,0,1,"[(0.6, 0.189)]",[61961.0],3,B,a
2,AARDBEI.ICO ,0.1275362,0.7386018,0.129,0.189,17490.0,104.42471237202355,0,2,"[(-1.0, -1.0), (0.129, 0.189)]","[4340.0, 17490.0]",3,B,a
3,Alarm.ico   ,0.5971014,0.1337386,0.258,0.195,301253.0,65.47222420149106,0,5,"[(-1.0, -1.0), (0.255, 0.187), (0.369, 0.386), (0.941, 0.491), (0.258, 0.195)]","[88245.0, 99852.0, 271064.0, 274270.0, 301253.0]",3,B,a
4,Ambul.ico   ,0.055,0.279,0.397,0.394,377232.0,68.55525435734303,0,1,"[(0.397, 0.394)]",[377232.0],3,B,a
5,ANANAS.ICO  ,0.1304348,0.04255319,0.51,0.191,182006.0,77.43664308228246,0,2,"[(-1.0, -1.0), (0.51, 0.191)]","[154625.0, 182006.0]",3,B,a
6,Anchor.ico  ,0.9130435,0.09422492,0.808,0.2,211171.0,28.323707566795626,0,2,"[(-1.0, -1.0), (0.808, 0.2)]","[197773.0, 211171.0]",3,B,a
7,Ant.ico     ,0.7188406,0.674772,0.713,0.198,140434.0,90.5934769096771,0,1,"[(0.713, 0.198)]",[140434.0],3,B,a
8,Apple.ico   ,0.8898551,0.9300912,0.134,0.383,239274.0,177.28391988732523,0,1,"[(0.134, 0.383)]",[239274.0],3,B,a
9,AUTO.ICO    ,0.2550725,0.5349544,0.262,0.393,322565.0,27.003433371990337,0,2,"[(0.251, 0.394), (0.262, 0.393)]","[253242.0, 322565.0]",3,B,a
10,Bag.ico     ,0.4405797,0.2826748,0.391,0.186,39521.0,20.64292387762434,0,1,"[(0.391, 0.186)]",[39521.0],3,B,a
1,AARDAPP.ICO ,0.4289855,0.325228,0.852,0.23,203263.0,82.3841488085689,0,2,"[(0.855, 0.225), (0.852, 0.23)]","[200887.0, 203263.0]",4,NT,a
2,AARDBEI.ICO ,0.159,0.027,0.083,0.227,53242.0,40.65112052576165,0,1,"[(0.083, 0.227)]",[53242.0],4,NT,a
3,Alarm.ico   ,0.034,0.486,0.277,0.219,67669.0,68.59447353832523,0,1,"[(0.277, 0.219)]",[67669.0],4,NT,a
4,Ambul.ico   ,0.4869565,0.04863222,0.366,0.23,94310.0,41.42032531462133,0,1,"[(0.366, 0.23)]",[94310.0],4,NT,a
5,ANANAS.ICO  ,0.1594203,0.7294833,0.541,0.232,145636.0,119.12450005955274,0,2,"[(-1.0, -1.0), (0.541, 0.232)]","[132586.0, 145636.0]",4,NT,a
6,Anchor.ico  ,0.73,0.201,0.691,0.225,177367.0,8.700672387810041,0,2,"[(0.699, 0.216), (0.691, 0.225)]","[174913.0, 177367.0]",4,NT,a
7,Ant.ico     ,0.217,0.948,0.609,0.247,162102.0,152.60028342044453,0,2,"[(0.63, 0.225), (0.609, 0.247)]","[160074.0, 162102.0]",4,NT,a
8,Apple.ico   ,0.415,0.725,0.173,0.222,21846.0,106.05557646818956,0,1,"[(0.173, 0.222)]",[21846.0],4,NT,a
9,AUTO.ICO    ,0.8985507,0.9392097,0.467,0.225,114717.0,158.54831197786163,0,1,"[(0.467, 0.225)]",[114717.0],4,NT,a
10,Bag.ico     ,0.759,0.02,0.768,0.235,195439.0,40.885775032399714,0,2,"[(0.776, 0.222), (0.768, 0.235)]","[193282.0, 195439.0]",4,NT,a
1,AARDAPP.ICO ,0.827,0.467,0.397,0.112,79989.0,105.94523349353663,0,1,"[(0.397, 0.112)]",[79989.0],5,SimRI,a
2,AARDBEI.ICO ,0.1275362,0.7386018,0.618,0.121,121658.0,149.84565619763507,0,2,"[(-1.0, -1.0), (0.618, 0.121)]","[117668.0, 121658.0]",5,SimRI,a
3,Alarm.ico   ,0.5971014,0.1337386,0.075,0.104,50166.0,99.36005560208949,0,1,"[(0.075, 0.104)]",[50166.0],5,SimRI,a
4,Ambul.ico   ,0.055,0.279,0.292,0.094,71563.0,57.12463041455936,0,1,"[(0.292, 0.094)]",[71563.0],5,SimRI,a
5,ANANAS.ICO  ,0.1304348,0.04255319,0.467,0.107,219448.0,65.10918413438154,0,1,"[(0.467, 0.107)]",[219448.0],5,SimRI,a
