trial index,trial type,number objects,encoding time (ms),absolute error score,bestfit score,final time (ms),permutations,swaps,substitutions,repetitions,run
0,P,2,6000,25.033572657982248,25.033572657982248,8645.0,01,0,0,2,a
1,P,2,6000,27.075602927363057,27.075602927363057,6971.0,01,0,0,2,a
2,P,2,0,153.68555784210275,49.70258996708978,12498.0,10,1,0,2,a
3,B,10,30000,188.11355888565504,181.74046504454478,37990.0,0193456782,1,0,10,a
4,NT,10,30000,600.439325922676,295.57148805554164,82680.0,6342051789,0,6,10,a
5,SimRI,10,0,406.92564827034215,217.45862545517372,93960.0,8193456702,2,0,10,a
6,B,10,30000,207.22533255766774,207.22533255766774,54889.0,0123456789,0,0,10,a
7,NT,10,30000,244.3747742486583,153.76920837639497,58474.0,9183456702,0,4,11,a
8,DivRI,10,0,391.52785033229486,239.48086588744755,53276.0,9123456780,1,0,10,a
9,B,10,30000,200.82374620085415,200.82374620085415,70517.0,0123456789,0,0,16,a
10,NT,10,30000,452.0397017097215,306.26243883034374,84200.0,3127056489,0,4,15,a
11,SimRI,10,0,305.09141262913613,251.48443136529522,89696.0,0923476581,2,0,12,a
12,B,10,30000,265.73889817609745,193.178682315741,65409.0,0123476589,1,0,11,a
13,NT,10,30000,204.99444878050932,204.99444878050932,71355.0,0123456789,0,0,18,a
14,DivRI,10,0,330.010255992337,246.9668513495796,79036.0,0123476589,1,0,15,a
15,DB,10,30000,208.6983857974895,158.8608092689202,74971.0,0123486759,1,0,14,b
16,D,10,0,169.09266935952357,169.09266935952357,87264.0,0123456789,0,0,13,b
17,DB,10,30000,128.38828486888286,128.38828486888286,109828.0,0123456789,0,0,21,b
18,D,10,0,139.29994418789943,139.29994418789943,101440.0,0123456789,0,0,14,b
19,C,10,3000,35.07078832996746,35.07078832996746,217487.0,0123456789,0,0,18,b
