object index,object name,correct x,correct y,final placement x,final placement y,final time (ms),first time (ms),absolute distance,bestfit_dist,correct result,number placements,all placements,all times,trial,trial type,run
1,Hat.ico     ,0.339,0.801,0.33,0.431,11607.0,11607.0,70.3207942219085,19.708779769432706,0,1,"[(0.33, 0.431)]",[11607.0],0,P,a
2,HORLOGE.ICO ,0.512,0.532,0.437,0.767,15504.0,15504.0,46.868806257467234,39.547850763347434,0,1,"[(0.437, 0.767)]",[15504.0],0,P,a
1,Hat.ico     ,0.381,0.357,0.296,0.508,5757.0,5757.0,32.92322280700965,32.92322280700965,0,1,"[(0.296, 0.508)]",[5757.0],1,P,a
2,HORLOGE.ICO ,0.822,0.442,0.775,0.475,9065.0,9065.0,10.91136105167452,10.91136105167452,0,1,"[(0.775, 0.475)]",[9065.0],1,P,a
1,Hat.ico     ,0.512,0.532,0.247,0.42,10068.0,10068.0,54.66224382514864,51.65938927242559,0,1,"[(0.247, 0.42)]",[10068.0],2,P,a
2,HORLOGE.ICO ,0.339,0.801,0.783,0.51,12929.0,12929.0,100.86423399798365,74.47054786961085,0,1,"[(0.783, 0.51)]",[12929.0],2,P,a
1,AARDAPP.ICO ,0.827,0.467,0.369,0.194,66790.0,9028.0,101.3063537000518,64.59692639746878,0,3,"[(0.893, 0.893), (-1.0, -1.0), (0.369, 0.194)]","[9028.0, 31782.0, 66790.0]",3,B,a
2,AARDBEI.ICO ,0.1275362,0.7386018,0.205,0.59,73604.0,73604.0,31.84024471293913,17.773414574016098,0,1,"[(0.205, 0.59)]",[73604.0],3,B,a
3,Alarm.ico   ,0.5971014,0.1337386,0.727,0.288,39595.0,39595.0,38.31703474709795,38.31703474709795,0,1,"[(0.727, 0.288)]",[39595.0],3,B,a
4,Ambul.ico   ,0.055,0.279,0.088,0.459,5839.0,5839.0,34.769999999999996,34.769999999999996,0,1,"[(0.088, 0.459)]",[5839.0],3,B,a
5,ANANAS.ICO  ,0.1304348,0.04255319,0.123,0.097,18136.0,18136.0,10.440895673494742,10.440895673494742,0,1,"[(0.123, 0.097)]",[18136.0],3,B,a
6,Anchor.ico  ,0.9130435,0.09422492,0.882,0.118,14394.0,14394.0,7.4293482148406556,7.4293482148406556,0,1,"[(0.882, 0.118)]",[14394.0],3,B,a
7,Ant.ico     ,0.7188406,0.674772,0.645,0.699,49656.0,49656.0,14.765616476943862,14.765616476943862,0,1,"[(0.645, 0.699)]",[49656.0],3,B,a
8,Apple.ico   ,0.8898551,0.9300912,0.802,0.885,26078.0,21430.0,18.762665865370646,18.762665865370646,0,2,"[(0.802, 0.822), (0.802, 0.885)]","[21430.0, 26078.0]",3,B,a
9,AUTO.ICO    ,0.2550725,0.5349544,0.075,0.816,44189.0,44189.0,63.419237749562384,14.138442892183022,0,1,"[(0.075, 0.816)]",[44189.0],3,B,a
10,Bag.ico     ,0.4405797,0.2826748,0.492,0.525,36119.0,36119.0,47.06693476356192,21.65239333693606,0,1,"[(0.492, 0.525)]",[36119.0],3,B,a
1,AARDAPP.ICO ,0.4289855,0.325228,0.563,0.292,22009.0,22009.0,26.233755004048206,29.463436183046003,0,1,"[(0.563, 0.292)]",[22009.0],4,NT,a
2,AARDBEI.ICO ,0.159,0.027,0.107,0.162,6156.0,6156.0,27.487031487594294,27.487031487594294,0,1,"[(0.107, 0.162)]",[6156.0],4,NT,a
3,Alarm.ico   ,0.034,0.486,0.476,0.473,15429.0,15429.0,84.01631567737303,12.076588922373734,0,1,"[(0.476, 0.473)]",[15429.0],4,NT,a
4,Ambul.ico   ,0.4869565,0.04863222,0.096,0.5,55012.0,55012.0,113.45718515585102,48.44459409945613,0,1,"[(0.096, 0.5)]",[55012.0],4,NT,a
5,ANANAS.ICO  ,0.1594203,0.7294833,0.104,0.854,9426.0,9426.0,25.89569535923641,25.89569535923641,0,1,"[(0.104, 0.854)]",[9426.0],4,NT,a
6,Anchor.ico  ,0.73,0.201,0.918,0.243,40872.0,40872.0,36.600530050806654,36.600530050806654,0,1,"[(0.918, 0.243)]",[40872.0],4,NT,a
7,Ant.ico     ,0.217,0.948,0.562,0.813,44626.0,44626.0,70.38980750080229,70.38980750080229,0,1,"[(0.562, 0.813)]",[44626.0],4,NT,a
8,Apple.ico   ,0.415,0.725,0.854,0.715,63685.0,63685.0,83.43163728466558,83.43163728466558,0,1,"[(0.854, 0.715)]",[63685.0],4,NT,a
9,AUTO.ICO    ,0.8985507,0.9392097,0.918,0.909,12436.0,12436.0,6.826531691081351,6.826531691081351,0,1,"[(0.918, 0.909)]",[12436.0],4,NT,a
10,Bag.ico     ,0.759,0.02,0.716,0.077,57180.0,57180.0,13.566053221184122,13.566053221184122,0,1,"[(0.716, 0.077)]",[57180.0],4,NT,a
1,AARDAPP.ICO ,0.827,0.467,0.374,0.217,57313.0,57313.0,98.3071457219667,18.523782011241664,0,1,"[(0.374, 0.217)]",[57313.0],5,SimRI,a
2,AARDBEI.ICO ,0.1275362,0.7386018,0.083,0.876,24422.0,24422.0,27.44282709379353,27.44282709379353,0,1,"[(0.083, 0.876)]",[24422.0],5,SimRI,a
3,Alarm.ico   ,0.5971014,0.1337386,0.611,0.217,27094.0,27094.0,16.03855693041964,16.03855693041964,0,1,"[(0.611, 0.217)]",[27094.0],5,SimRI,a
4,Ambul.ico   ,0.055,0.279,0.058,0.487,17154.0,17154.0,39.524110363169456,39.524110363169456,0,1,"[(0.058, 0.487)]",[17154.0],5,SimRI,a
5,ANANAS.ICO  ,0.1304348,0.04255319,0.061,0.091,12946.0,12946.0,16.086487593405877,16.086487593405877,0,1,"[(0.061, 0.091)]",[12946.0],5,SimRI,a
6,Anchor.ico  ,0.9130435,0.09422492,0.882,0.101,10639.0,10639.0,6.037100438567844,6.037100438567844,0,1,"[(0.882, 0.101)]",[10639.0],5,SimRI,a
7,Ant.ico     ,0.7188406,0.674772,0.671,0.757,29172.0,29172.0,18.07514947169721,18.07514947169721,0,1,"[(0.671, 0.757)]",[29172.0],5,SimRI,a
8,Apple.ico   ,0.8898551,0.9300912,0.871,0.554,55409.0,55409.0,71.54707407739008,8.646515928138049,0,1,"[(0.871, 0.554)]",[55409.0],5,SimRI,a
9,AUTO.ICO    ,0.2550725,0.5349544,0.896,0.885,45504.0,45504.0,138.75464447115104,43.910590978891655,0,1,"[(0.896, 0.885)]",[45504.0],5,SimRI,a
10,Bag.ico     ,0.4405797,0.2826748,0.47,0.45,8101.0,8101.0,32.27947158051682,17.7688461256603,0,1,"[(0.47, 0.45)]",[8101.0],5,SimRI,a
1,Bike.ico    ,0.149,0.929,0.187,0.926,23173.0,16714.0,7.242465049967451,7.242465049967451,0,2,"[(-1.0, -1.0), (0.187, 0.926)]","[16714.0, 23173.0]",6,B,a
2,black.ico   ,0.3246377,0.8844985,0.443,0.912,28888.0,28888.0,23.087905772152535,23.087905772152535,0,1,"[(0.443, 0.912)]",[28888.0],6,B,a
3,BLAD.ICO    ,0.868,0.526,0.854,0.634,38526.0,38526.0,20.69168915289421,20.69168915289421,0,1,"[(0.854, 0.634)]",[38526.0],6,B,a
4,BLUSSER.ICO ,0.634,0.148,0.532,0.162,36110.0,36110.0,19.561697267875296,19.561697267875296,0,1,"[(0.532, 0.162)]",[36110.0],6,B,a
5,BOEK.ICO    ,0.3652174,0.7355623,0.367,0.614,31254.0,31254.0,23.099320185455785,23.099320185455785,0,1,"[(0.367, 0.614)]",[31254.0],6,B,a
6,Bomb.ico    ,0.055,0.143,0.069,0.12,4550.0,4550.0,5.115906566777778,5.115906566777778,0,1,"[(0.069, 0.12)]",[4550.0],6,B,a
7,BOOM.ICO    ,0.06956521,0.5835866,0.075,0.762,9151.0,9151.0,33.91426992480803,33.91426992480803,0,1,"[(0.075, 0.762)]",[9151.0],6,B,a
8,Boot.ico    ,0.7014493,0.4589666,0.595,0.41,34395.0,34395.0,22.262602005075816,22.262602005075816,0,1,"[(0.595, 0.41)]",[34395.0],6,B,a
9,bottle.ico  ,0.3391304,0.2644377,0.311,0.224,40011.0,40011.0,9.359360243881254,9.359360243881254,0,1,"[(0.311, 0.224)]",[40011.0],6,B,a
10,Bow.ico     ,0.5913044,0.9148936,0.674,0.83,25359.0,25359.0,22.517593775746835,22.517593775746835,0,1,"[(0.674, 0.83)]",[25359.0],6,B,a
1,Box.ico     ,0.5449275,0.2097264,0.644,0.328,29901.0,29901.0,29.31423835181261,29.31423835181261,0,1,"[(0.644, 0.328)]",[29901.0],7,NT,a
2,BRAIN.ICO   ,0.06,0.537,0.086,0.677,10518.0,10518.0,27.054825817217896,27.054825817217896,0,1,"[(0.086, 0.677)]",[10518.0],7,NT,a
3,BRIEF.ICO   ,0.08405797,0.05775076,0.077,0.189,2928.0,2928.0,24.973386307700757,24.973386307700757,0,1,"[(0.077, 0.189)]",[2928.0],7,NT,a
4,BRIL.ICO    ,0.929,0.689,0.857,0.767,32059.0,32059.0,20.16865885476773,20.16865885476773,0,1,"[(0.857, 0.767)]",[32059.0],7,NT,a
5,BTRHAM.ICO  ,0.37,0.394,0.42,0.39,27602.0,27602.0,9.530351515028183,9.530351515028183,0,1,"[(0.42, 0.39)]",[27602.0],7,NT,a
6,Bus.ico     ,0.249,0.921,0.432,0.622,15465.0,15465.0,66.60577302306461,66.60577302306461,0,1,"[(0.432, 0.622)]",[15465.0],7,NT,a
7,Butterf.ico ,0.109,0.822,0.097,0.885,22145.0,22145.0,12.185208246066223,12.185208246066223,0,1,"[(0.097, 0.885)]",[22145.0],7,NT,a
8,Cactus.ico  ,0.897,0.157,0.851,0.255,26228.0,26228.0,20.56920027614103,20.56920027614103,0,1,"[(0.851, 0.255)]",[26228.0],7,NT,a
9,CADEAU.ICO  ,0.1507246,0.2462006,0.135,0.453,5049.0,5049.0,39.405310573160975,39.405310573160975,0,1,"[(0.135, 0.453)]",[5049.0],7,NT,a
