trial index,trial type,number objects,encoding time (ms),absolute error score,bestfit score,final time (ms),permutations,swaps,substitutions,repetitions,run
0,P,2,6000,86.83345501815798,86.83345501815798,11958.0,01,0,0,2,a
1,P,2,6000,61.47032342087061,61.47032342087061,9956.0,01,0,0,2,a
2,P,2,0,101.10738194968378,101.10738194968378,16642.0,01,0,0,2,a
3,B,10,30000,1069.3177325143781,273.2583386931784,45222.0,5086971324,2,6,10,a
4,NT,10,30000,1000.9420362708553,418.91336510937833,42801.0,7903465182,1,5,10,a
5,SimRI,10,0,1176.0616754038153,409.7824162189036,47148.0,9046581327,0,10,11,a
6,B,10,30000,900.3952144833086,301.9114180877842,46831.0,9670825431,0,10,10,a
7,NT,10,30000,881.4150966554653,338.11013335960996,45556.0,8425610379,0,8,10,a
8,DivRI,10,0,819.9348343876352,464.4525109829503,58161.0,5823704169,1,5,13,a
9,B,10,30000,683.2420952675121,309.3862446050959,38611.0,1425089736,1,6,10,a
10,NT,10,30000,731.114398284635,292.1816740098627,34021.0,0692517834,0,9,10,a
11,SimRI,10,0,1014.6963318969453,263.2292427203255,50082.0,6082179453,0,10,10,a
12,B,10,30000,909.2156873517155,344.31984754870905,37864.0,2365187049,0,9,10,a
13,NT,10,30000,686.4100498796759,332.1200737532525,37680.0,0869532174,1,7,10,a
14,DivRI,10,0,793.5531301837514,328.100939567168,57721.0,3052871649,1,7,11,a
15,DB,10,30000,868.1402691943395,382.4701948391158,48143.0,4183065297,2,4,12,b
16,D,10,0,818.6286705455968,336.76379207763637,41648.0,2138495760,0,7,10,b
17,DB,10,30000,687.6446925288714,336.5168271273517,48039.0,3258476910,0,8,10,b
18,D,10,0,682.9221375612987,292.03700688955365,40621.0,8624951730,1,5,10,b
19,C,10,3000,73.11497720762297,73.11497720762297,104095.0,0123456789,0,0,11,b
