object index,object name,correct x,correct y,final placement x,final placement y,final time (ms),first time (ms),absolute distance,bestfit_dist,correct result,number placements,all placements,all times,trial,trial type,run
1,Hat.ico     ,0.339,0.801,0.735,0.693,48498.0,48498.0,77.98799907678104,77.98799907678104,0,1,"[(0.735, 0.693)]",[48498.0],0,P,a
2,HORLOGE.ICO ,0.512,0.532,0.39,0.442,13831.0,13831.0,28.804902360535788,28.804902360535788,0,1,"[(0.39, 0.442)]",[13831.0],0,P,a
1,Hat.ico     ,0.381,0.357,0.468,0.203,7559.0,7559.0,33.60637588315646,33.60637588315646,0,1,"[(0.468, 0.203)]",[7559.0],1,P,a
2,HORLOGE.ICO ,0.822,0.442,0.625,0.677,2963.0,2963.0,58.26343106958257,58.26343106958257,0,1,"[(0.625, 0.677)]",[2963.0],1,P,a
1,Hat.ico     ,0.512,0.532,0.603,0.701,22064.0,22064.0,36.469112958776485,49.02589111887718,0,1,"[(0.603, 0.701)]",[22064.0],2,P,a
2,HORLOGE.ICO ,0.339,0.801,0.508,0.274,15758.0,15758.0,105.15259863645787,53.63791196532542,0,1,"[(0.508, 0.274)]",[15758.0],2,P,a
1,AARDAPP.ICO ,0.827,0.467,0.748,0.598,70523.0,70523.0,29.065653269795938,31.843569209496607,0,1,"[(0.748, 0.598)]",[70523.0],3,B,a
2,AARDBEI.ICO ,0.1275362,0.7386018,0.757,0.192,102276.0,102276.0,158.3964492600129,61.90521465870099,0,1,"[(0.757, 0.192)]",[102276.0],3,B,a
3,Alarm.ico   ,0.5971014,0.1337386,0.648,0.53,42583.0,42583.0,75.90821366947263,21.017780257922382,0,1,"[(0.648, 0.53)]",[42583.0],3,B,a
4,Ambul.ico   ,0.055,0.279,0.606,0.244,21879.0,21879.0,104.90099427555488,42.168444363054235,0,1,"[(0.606, 0.244)]",[21879.0],3,B,a
5,ANANAS.ICO  ,0.1304348,0.04255319,0.5,0.53,93165.0,93165.0,116.2239224499449,32.662180714379765,0,1,"[(0.5, 0.53)]",[93165.0],3,B,a
