trial index,trial type,number objects,encoding time (ms),absolute error score,bestfit score,final time (ms),permutations,swaps,substitutions,repetitions,run
0,P,2,6000,23.748140183795,23.748140183795,9542.0,01,0,0,2,a
1,P,2,6000,38.09887176923907,38.09887176923907,7213.0,01,0,0,2,a
2,P,2,0,141.62030568550585,50.666910966045016,15140.0,10,1,0,2,a
3,B,10,30000,186.21931030693636,186.21931030693636,38417.0,0123456789,0,0,11,a
4,NT,10,30000,282.2807566643999,230.21103522101185,40377.0,5123406789,1,0,10,a
5,SimRI,10,0,727.2532508289502,229.14932710670175,36323.0,9180526743,0,7,10,a
6,B,10,30000,322.32105079248976,309.76389813386976,40411.0,0123654789,1,0,10,a
7,NT,10,30000,451.31081315358625,298.324796752065,32971.0,8123465709,2,0,10,a
8,DivRI,10,0,448.68591859392944,351.6893456737967,31664.0,0123657489,0,3,10,a
9,B,10,30000,389.28240271506075,261.4284385922544,42858.0,0128954736,1,3,13,a
10,NT,10,30000,543.9402529124701,232.786741389215,43455.0,8263451709,1,3,10,a
11,SimRI,10,0,820.9104261717707,272.05913928614,27285.0,9704826153,1,7,10,a
12,B,10,30000,346.1011322316065,328.6793348411828,36990.0,0623179458,0,7,13,a
13,NT,10,30000,522.3384157765859,263.88220386390515,35599.0,0627851943,2,3,10,a
14,DivRI,10,0,557.5630466844325,326.8433042605909,32574.0,0326459718,0,5,11,a
15,DB,10,30000,288.7399319840724,288.7399319840724,28266.0,0123456789,0,0,10,b
16,D,10,0,1161.7658848589147,268.48578918030665,39886.0,3765284910,0,10,11,b
17,DB,10,30000,268.72061670636776,268.72061670636776,21501.0,0123456789,0,0,10,b
18,D,10,0,229.022900099374,229.022900099374,51206.0,0123456789,0,0,14,b
19,C,10,3000,78.69939865331051,78.69939865331051,105931.0,0123456789,0,0,18,b
