object index,object name,correct x,correct y,final placement x,final placement y,final time (ms),first time (ms),absolute distance,bestfit_dist,correct result,number placements,all placements,all times,trial,trial type,run
1,Hat.ico     ,0.339,0.801,0.312,0.841,7947.0,7947.0,9.169345669130369,9.169345669130369,0,1,"[(0.312, 0.841)]",[7947.0],0,P,a
2,HORLOGE.ICO ,0.512,0.532,0.511,0.581,11918.0,11918.0,9.31193857368055,9.31193857368055,0,1,"[(0.511, 0.581)]",[11918.0],0,P,a
1,Hat.ico     ,0.381,0.357,0.375,0.386,2932.0,2932.0,5.626695300085126,5.626695300085126,0,1,"[(0.375, 0.386)]",[2932.0],1,P,a
2,HORLOGE.ICO ,0.822,0.442,0.833,0.456,16850.0,16850.0,3.3828538248053257,3.3828538248053257,0,1,"[(0.833, 0.456)]",[16850.0],1,P,a
1,Hat.ico     ,0.512,0.532,0.214,0.808,10010.0,10010.0,77.17368722563411,10.07716726069384,0,1,"[(0.214, 0.808)]",[10010.0],2,P,a
2,HORLOGE.ICO ,0.339,0.801,0.514,0.585,18474.0,18474.0,52.81897481019488,23.78721084953005,0,1,"[(0.514, 0.585)]",[18474.0],2,P,a
1,AARDAPP.ICO ,0.827,0.467,0.83,0.495,32400.0,32400.0,5.350448579324909,5.350448579324909,0,1,"[(0.83, 0.495)]",[32400.0],3,B,a
2,AARDBEI.ICO ,0.1275362,0.7386018,0.135,0.833,16780.0,16780.0,17.99163410865861,17.99163410865861,0,1,"[(0.135, 0.833)]",[16780.0],3,B,a
3,Alarm.ico   ,0.5971014,0.1337386,0.502,0.167,30116.0,30116.0,19.14253254222941,19.14253254222941,0,1,"[(0.502, 0.167)]",[30116.0],3,B,a
4,Ambul.ico   ,0.055,0.279,0.127,0.443,22339.0,22339.0,34.030692029401926,34.030692029401926,0,1,"[(0.127, 0.443)]",[22339.0],3,B,a
5,ANANAS.ICO  ,0.1304348,0.04255319,0.143,0.096,5059.0,5059.0,10.431754003177089,10.431754003177089,0,1,"[(0.143, 0.096)]",[5059.0],3,B,a
6,Anchor.ico  ,0.9130435,0.09422492,0.898,0.127,7522.0,7522.0,6.851898326840236,6.851898326840236,0,1,"[(0.898, 0.127)]",[7522.0],3,B,a
7,Ant.ico     ,0.7188406,0.674772,0.562,0.669,27420.0,27420.0,29.819887013605467,29.819887013605467,0,1,"[(0.562, 0.669)]",[27420.0],3,B,a
8,Apple.ico   ,0.8898551,0.9300912,0.909,0.907,19156.0,19156.0,5.6991471954622295,5.6991471954622295,0,1,"[(0.909, 0.907)]",[19156.0],3,B,a
9,AUTO.ICO    ,0.2550725,0.5349544,0.159,0.604,24710.0,24710.0,22.47887112146694,22.47887112146694,0,1,"[(0.159, 0.604)]",[24710.0],3,B,a
10,Bag.ico     ,0.4405797,0.2826748,0.476,0.39,13317.0,13317.0,21.473611551795216,21.473611551795216,0,1,"[(0.476, 0.39)]",[13317.0],3,B,a
1,AARDAPP.ICO ,0.4289855,0.325228,0.445,0.323,23941.0,23941.0,3.072060841263562,3.072060841263562,0,1,"[(0.445, 0.323)]",[23941.0],4,NT,a
2,AARDBEI.ICO ,0.159,0.027,0.151,0.522,37901.0,37901.0,94.06228202632552,14.615187306360465,0,1,"[(0.151, 0.522)]",[37901.0],4,NT,a
3,Alarm.ico   ,0.034,0.486,0.138,0.101,10932.0,10932.0,75.77189518548418,37.58207684521972,0,1,"[(0.138, 0.101)]",[10932.0],4,NT,a
4,Ambul.ico   ,0.4869565,0.04863222,0.443,0.124,33406.0,33406.0,16.577405984443413,16.577405984443413,0,1,"[(0.443, 0.124)]",[33406.0],4,NT,a
5,ANANAS.ICO  ,0.1594203,0.7294833,0.164,0.783,4094.0,4094.0,10.205336398099687,39.45427716279158,0,1,"[(0.164, 0.783)]",[4094.0],4,NT,a
6,Anchor.ico  ,0.73,0.201,0.153,0.328,47015.0,47015.0,112.25414825297104,88.41269818300988,0,1,"[(0.153, 0.328)]",[47015.0],4,NT,a
7,Ant.ico     ,0.217,0.948,0.396,0.525,40171.0,40171.0,87.26979431624666,32.92760847677825,0,1,"[(0.396, 0.525)]",[40171.0],4,NT,a
8,Apple.ico   ,0.415,0.725,0.42,0.775,6957.0,6957.0,9.547381840064855,9.547381840064855,0,1,"[(0.42, 0.775)]",[6957.0],4,NT,a
9,AUTO.ICO    ,0.8985507,0.9392097,0.775,0.78,17892.0,17892.0,38.2898341078848,38.2898341078848,0,1,"[(0.775, 0.78)]",[17892.0],4,NT,a
10,Bag.ico     ,0.759,0.02,0.697,0.164,29686.0,29686.0,29.788219147844345,29.788219147844345,0,1,"[(0.697, 0.164)]",[29686.0],4,NT,a
1,AARDAPP.ICO ,0.827,0.467,0.783,0.532,26852.0,26852.0,14.913487184424701,14.913487184424701,0,1,"[(0.783, 0.532)]",[26852.0],5,SimRI,a
2,AARDBEI.ICO ,0.1275362,0.7386018,0.161,0.86,39316.0,39316.0,23.925933510311527,23.925933510311527,0,1,"[(0.161, 0.86)]",[39316.0],5,SimRI,a
3,Alarm.ico   ,0.5971014,0.1337386,0.467,0.307,14445.0,14445.0,41.16729917216226,22.921768369179375,0,1,"[(0.467, 0.307)]",[14445.0],5,SimRI,a
4,Ambul.ico   ,0.055,0.279,0.127,0.314,24261.0,24261.0,15.21068374531533,15.21068374531533,0,1,"[(0.127, 0.314)]",[24261.0],5,SimRI,a
5,ANANAS.ICO  ,0.1304348,0.04255319,0.096,0.093,9187.0,9187.0,11.6049973225676,11.6049973225676,0,1,"[(0.096, 0.093)]",[9187.0],5,SimRI,a
6,Anchor.ico  ,0.9130435,0.09422492,0.787,0.091,16462.0,16462.0,23.956102363392837,23.956102363392837,0,1,"[(0.787, 0.091)]",[16462.0],5,SimRI,a
7,Ant.ico     ,0.7188406,0.674772,0.443,0.653,45639.0,45639.0,52.57271386360225,52.57271386360225,0,1,"[(0.443, 0.653)]",[45639.0],5,SimRI,a
8,Apple.ico   ,0.8898551,0.9300912,0.538,0.847,41626.0,41626.0,68.69128282959595,68.69128282959595,0,1,"[(0.538, 0.847)]",[41626.0],5,SimRI,a
9,AUTO.ICO    ,0.2550725,0.5349544,0.132,0.6,32823.0,32823.0,26.448771410323022,26.448771410323022,0,1,"[(0.132, 0.6)]",[32823.0],5,SimRI,a
10,Bag.ico     ,0.4405797,0.2826748,0.495,0.198,18780.0,18780.0,19.12441392925265,6.82348068198284,0,1,"[(0.495, 0.198)]",[18780.0],5,SimRI,a
1,Bike.ico    ,0.149,0.929,0.148,0.86,3576.0,3576.0,13.111376739305461,13.111376739305461,0,1,"[(0.148, 0.86)]",[3576.0],6,B,a
2,black.ico   ,0.3246377,0.8844985,0.38,0.86,11892.0,11892.0,11.502708531636976,11.502708531636976,0,1,"[(0.38, 0.86)]",[11892.0],6,B,a
3,BLAD.ICO    ,0.868,0.526,0.838,0.693,29166.0,29166.0,32.23791091246452,32.23791091246452,0,1,"[(0.838, 0.693)]",[29166.0],6,B,a
4,BLUSSER.ICO ,0.634,0.148,0.772,0.154,19439.0,19439.0,26.244770907744652,26.244770907744652,0,1,"[(0.772, 0.154)]",[19439.0],6,B,a
5,BOEK.ICO    ,0.3652174,0.7355623,0.375,0.683,24752.0,24752.0,10.15832942221332,10.15832942221332,0,1,"[(0.375, 0.683)]",[24752.0],6,B,a
6,Bomb.ico    ,0.055,0.143,0.12,0.165,17160.0,17160.0,13.0382092328663,13.0382092328663,0,1,"[(0.12, 0.165)]",[17160.0],6,B,a
7,BOOM.ICO    ,0.06956521,0.5835866,0.132,0.56,33538.0,33538.0,12.680889098905404,12.680889098905404,0,1,"[(0.132, 0.56)]",[33538.0],6,B,a
8,Boot.ico    ,0.7014493,0.4589666,0.652,0.68,31199.0,31199.0,43.03447453398735,43.03447453398735,0,1,"[(0.652, 0.68)]",[31199.0],6,B,a
9,bottle.ico  ,0.3391304,0.2644377,0.454,0.306,26871.0,26871.0,23.209921095401103,23.209921095401103,0,1,"[(0.454, 0.306)]",[26871.0],6,B,a
10,Bow.ico     ,0.5913044,0.9148936,0.626,0.881,14768.0,14768.0,9.215608724851117,9.215608724851117,0,1,"[(0.626, 0.881)]",[14768.0],6,B,a
1,Box.ico     ,0.5449275,0.2097264,0.508,0.276,32797.0,32797.0,14.414765842943167,14.414765842943167,0,1,"[(0.508, 0.276)]",[32797.0],7,NT,a
2,BRAIN.ICO   ,0.06,0.537,0.108,0.59,46063.0,46063.0,13.585996466950805,13.585996466950805,0,1,"[(0.108, 0.59)]",[46063.0],7,NT,a
3,BRIEF.ICO   ,0.08405797,0.05775076,0.112,0.086,38841.0,38841.0,7.549426156977486,7.549426156977486,0,1,"[(0.112, 0.086)]",[38841.0],7,NT,a
4,BRIL.ICO    ,0.929,0.689,0.893,0.892,40983.0,40983.0,39.17180746404232,39.17180746404232,0,1,"[(0.893, 0.892)]",[40983.0],7,NT,a
5,BTRHAM.ICO  ,0.37,0.394,0.367,0.68,52525.0,52525.0,54.34298942826021,54.34298942826021,0,1,"[(0.367, 0.68)]",[52525.0],7,NT,a
6,Bus.ico     ,0.249,0.921,0.132,0.772,18237.0,8343.0,35.99484685340389,2.0551642270144757,0,2,"[(0.281, 0.926), (0.132, 0.772)]","[8343.0, 18237.0]",7,NT,a
7,Butterf.ico ,0.109,0.822,0.24,0.915,24745.0,24745.0,30.52443283666382,10.45690680842092,0,1,"[(0.24, 0.915)]",[24745.0],7,NT,a
8,Cactus.ico  ,0.897,0.157,0.838,0.175,50122.0,50122.0,11.720089590101272,11.720089590101272,0,1,"[(0.838, 0.175)]",[50122.0],7,NT,a
9,CADEAU.ICO  ,0.1507246,0.2462006,0.127,0.378,36920.0,28000.0,25.44435456692254,25.44435456692254,0,2,"[(0.108, 0.094), (0.127, 0.378)]","[28000.0, 36920.0]",7,NT,a
