trial index,trial type,number objects,encoding time (ms),absolute error score,bestfit score,final time (ms),permutations,swaps,substitutions,repetitions,run
0,P,2,6000,49.18255389479113,49.18255389479113,6246.0,01,0,0,2,a
1,P,2,6000,60.69612477776601,60.69612477776601,5072.0,01,0,0,2,a
2,P,2,0,139.94667843894715,39.264519459734444,11928.0,10,1,0,2,a
3,B,10,30000,276.1823869270843,267.91601176446795,39692.0,0123459786,1,0,11,a
4,NT,10,30000,255.19128218339276,245.3612291129638,65053.0,0143256789,1,0,11,a
5,SimRI,10,0,213.17493275620603,213.17493275620603,56815.0,0123456789,0,0,12,a
6,B,10,30000,220.9600191082769,220.9600191082769,34295.0,0123456789,0,0,11,a
7,NT,10,30000,214.67875286142592,214.67875286142592,26826.0,0123456789,0,0,10,a
8,DivRI,10,0,310.05954295011645,295.6984920546695,38580.0,0123856749,1,0,10,a
9,B,10,30000,265.7220087502922,228.36857557117227,34163.0,0623154789,0,3,10,a
10,NT,10,30000,436.9515394406301,221.1514594820077,81192.0,0587216934,1,6,11,a
11,SimRI,10,0,1018.9679538008397,217.60859090950746,46136.0,9231784506,0,10,10,a
12,B,10,30000,296.4944802017737,264.4181658414004,42538.0,0123476589,1,0,11,a
13,NT,10,30000,363.13013016891733,214.1692598484157,34189.0,0123456798,1,0,10,a
14,DivRI,10,0,348.3652963570843,284.96456973756085,49531.0,0189456372,0,5,12,a
15,DB,10,30000,259.7125753983875,259.7125753983875,29022.0,0123456789,0,0,11,b
16,D,10,0,1254.0416692531762,251.91065639069726,31303.0,6537284910,0,10,10,b
17,DB,10,30000,222.04352735763726,222.04352735763726,34721.0,0123456789,0,0,11,b
18,D,10,0,210.0337774504251,210.0337774504251,29900.0,0123456789,0,0,10,b
19,C,10,3000,59.821373932326125,59.821373932326125,116519.0,0123456789,0,0,16,b
