object index,object name,correct x,correct y,final placement x,final placement y,final time (ms),absolute distance,correct result,number placements,all placements,all times,trial,trial type,run
1,Hat.ico     ,0.339,0.801,0.342,0.825,15381.0,4.595486916530157,0,1,"[(0.342, 0.825)]",[15381.0],0,P,a
2,HORLOGE.ICO ,0.512,0.532,0.593,0.604,11461.0,20.591126729734814,0,1,"[(0.593, 0.604)]",[11461.0],0,P,a
1,Hat.ico     ,0.381,0.357,0.38,0.468,11083.0,21.09085583849077,0,1,"[(0.38, 0.468)]",[11083.0],1,P,a
2,HORLOGE.ICO ,0.822,0.442,0.8,0.54,4230.0,19.083416884824377,0,1,"[(0.8, 0.54)]",[4230.0],1,P,a
1,Hat.ico     ,0.512,0.532,0.328,0.773,12889.0,57.610118034942445,0,1,"[(0.328, 0.773)]",[12889.0],2,P,a
2,HORLOGE.ICO ,0.339,0.801,0.68,0.573,8993.0,77.93822233025335,0,1,"[(0.68, 0.573)]",[8993.0],2,P,a
1,AARDAPP.ICO ,0.827,0.467,0.514,0.521,21745.0,60.348558392061015,0,1,"[(0.514, 0.521)]",[21745.0],3,B,a
2,AARDBEI.ICO ,0.1275362,0.7386018,0.202,0.78,14269.0,16.187585734131208,0,1,"[(0.202, 0.78)]",[14269.0],3,B,a
3,Alarm.ico   ,0.5971014,0.1337386,0.397,0.271,43187.0,46.10437686218427,0,1,"[(0.397, 0.271)]",[43187.0],3,B,a
4,Ambul.ico   ,0.055,0.279,0.66,0.189,73219.0,116.21494094994843,0,1,"[(0.66, 0.189)]",[73219.0],3,B,a
5,ANANAS.ICO  ,0.1304348,0.04255319,0.153,0.063,5608.0,5.785680295073452,0,1,"[(0.153, 0.063)]",[5608.0],3,B,a
6,Anchor.ico  ,0.9130435,0.09422492,0.911,0.112,36402.0,3.399510250220763,0,1,"[(0.911, 0.112)]",[36402.0],3,B,a
7,Ant.ico     ,0.7188406,0.674772,0.705,0.68,25741.0,2.811063916775301,0,1,"[(0.705, 0.68)]",[25741.0],3,B,a
8,Apple.ico   ,0.8898551,0.9300912,0.77,0.915,9744.0,22.952274706781132,0,1,"[(0.77, 0.915)]",[9744.0],3,B,a
9,AUTO.ICO    ,0.2550725,0.5349544,0.333,0.634,30508.0,23.94507075570087,0,1,"[(0.333, 0.634)]",[30508.0],3,B,a
10,Bag.ico     ,0.4405797,0.2826748,0.893,0.356,65898.0,87.0815234842466,0,1,"[(0.893, 0.356)]",[65898.0],3,B,a
1,AARDAPP.ICO ,0.4289855,0.325228,0.53,0.522,32035.0,42.02529816565761,0,1,"[(0.53, 0.522)]",[32035.0],4,NT,a
