trial index,trial type,number objects,encoding time (ms),absolute error score,bestfit score,final time (ms),permutations,swaps,substitutions,repetitions,run
0,P,2,6000,25.333446651242056,25.333446651242056,25221.0,01,0,0,4,a
1,P,2,6000,184.15095845088166,86.17546762203142,21669.0,10,1,0,4,a
2,P,2,0,129.89330422457778,23.970001194910566,9922.0,10,1,0,3,a
3,B,10,30000,351.7189659289977,214.1590707533068,56293.0,5123406789,1,0,10,a
4,NT,10,30000,480.131392758704,257.0729987565305,33046.0,0143652879,1,3,10,a
5,SimRI,10,0,464.96188630068474,273.66654222674276,60357.0,5198426730,1,4,11,a
6,B,10,30000,337.16674227924744,254.3890119265094,31601.0,0123654789,1,0,10,a
7,NT,10,30000,347.4195422736895,237.45319530365353,52417.0,8123465709,2,0,12,a
8,DivRI,10,0,626.1826560908576,321.25189405641015,44295.0,0173296584,0,5,11,a
9,B,10,30000,460.1899310152141,227.1640591914163,38833.0,0321459786,2,0,10,a
10,NT,10,30000,435.80990668095245,341.4886628540907,41759.0,0123596487,0,4,11,a
11,SimRI,10,0,1057.7534520856525,305.26412159998586,32161.0,6204981573,0,10,10,a
12,B,10,30000,358.7010267605234,244.2137928327888,58010.0,0482356719,0,5,13,a
13,NT,10,30000,473.941886309306,216.739767606028,41033.0,0391452768,1,4,11,a
14,DivRI,10,0,399.39259183271633,289.7336197031303,32164.0,0382456719,0,4,10,a
15,DB,10,30000,619.8068498313247,212.45777065171023,46320.0,0123576894,0,5,11,b
16,D,10,0,1185.2289998503572,350.8196723227306,52222.0,6732598410,1,8,11,b
17,DB,10,30000,500.05483646519565,236.6340332180283,30611.0,0753912684,1,5,10,b
18,D,10,0,408.0687723051501,329.25987154633543,43635.0,0653924781,1,4,11,b
19,C,10,3000,90.25647724556325,90.25647724556325,62926.0,0123456789,0,0,11,b
