trial index,trial type,number objects,encoding time (ms),absolute error score,bestfit score,final time (ms),permutations,swaps,substitutions,repetitions,run
0,P,2,6000,159.37461597432616,68.71315907536973,16924.0,10,1,0,2,a
1,P,2,6000,39.22975799038407,39.22975799038407,7853.0,01,0,0,2,a
2,P,2,0,164.65274100510146,63.32230616244062,19924.0,10,1,0,2,a
3,B,10,30000,306.6398752031492,306.6398752031492,44828.0,0123456789,0,0,10,a
4,NT,10,30000,215.72267311458708,215.72267311458708,37009.0,0123456789,0,0,10,a
5,SimRI,10,0,506.9002390376149,249.45413881456687,50680.0,0423157689,2,0,11,a
6,B,10,30000,208.37932237391598,208.37932237391598,31573.0,0123456789,0,0,10,a
7,NT,10,30000,442.4298243627447,284.09848234678964,38281.0,0126435789,0,3,12,a
8,DivRI,10,0,368.8642251660406,267.9129831772942,34955.0,0973146852,0,7,10,a
9,B,10,30000,225.51912178063634,150.52316890655845,28880.0,0923456781,1,0,10,a
10,NT,10,30000,420.06440165476545,245.97230399918826,30571.0,2143096785,1,3,10,a
11,SimRI,10,0,918.2046554978365,261.1389850118438,49066.0,1035786924,1,7,10,a
12,B,10,30000,288.15775814483635,198.13986040677398,36991.0,0624351789,2,0,12,a
13,NT,10,30000,376.2008185598956,276.30331199953156,26102.0,0421956387,0,5,10,a
14,DivRI,10,0,312.0058694063092,216.60272582275363,27323.0,0627451389,2,0,10,a
15,DB,10,30000,242.21443287452104,185.41721154077294,29492.0,0321456789,1,0,10,b
16,D,10,0,1275.8191004860216,256.2471025201689,30397.0,7615284930,0,10,10,b
17,DB,10,30000,214.49843726644954,202.20472210744347,37595.0,0126453789,1,0,12,b
18,D,10,0,613.3922778809867,277.0869602681024,35409.0,4153926708,1,4,10,b
19,C,10,3000,91.81595286944741,91.81595286944741,62039.0,0123456789,0,0,13,b
