object index,object name,correct x,correct y,final placement x,final placement y,final time (ms),first time (ms),absolute distance,bestfit_dist,correct result,number placements,all placements,all times,trial,trial type,run
1,Hat.ico     ,0.339,0.801,0.708,0.596,16924.0,16924.0,80.20295879828873,29.53812621003574,0,1,"[(0.708, 0.596)]",[16924.0],0,P,a
2,HORLOGE.ICO ,0.512,0.532,0.184,0.789,12615.0,12615.0,79.17165717603744,39.175032865333996,0,1,"[(0.184, 0.789)]",[12615.0],0,P,a
1,Hat.ico     ,0.381,0.357,0.375,0.476,5793.0,5793.0,22.638721253639748,22.638721253639748,0,1,"[(0.375, 0.476)]",[5793.0],1,P,a
2,HORLOGE.ICO ,0.822,0.442,0.746,0.399,7853.0,7853.0,16.59103673674432,16.59103673674432,0,1,"[(0.746, 0.399)]",[7853.0],1,P,a
1,Hat.ico     ,0.512,0.532,0.244,0.765,16930.0,16930.0,67.47354518624319,44.01976487897226,0,1,"[(0.244, 0.765)]",[16930.0],2,P,a
2,HORLOGE.ICO ,0.339,0.801,0.738,0.481,19924.0,19924.0,97.17919581885828,19.302541283468358,0,1,"[(0.738, 0.481)]",[19924.0],2,P,a
1,AARDAPP.ICO ,0.827,0.467,0.74,0.516,22782.0,22782.0,18.97147859287725,18.97147859287725,0,1,"[(0.74, 0.516)]",[22782.0],3,B,a
2,AARDBEI.ICO ,0.1275362,0.7386018,0.211,0.563,28456.0,28456.0,36.94129600406364,36.94129600406364,0,1,"[(0.211, 0.563)]",[28456.0],3,B,a
3,Alarm.ico   ,0.5971014,0.1337386,0.729,0.162,44828.0,44828.0,25.629547432022903,25.629547432022903,0,1,"[(0.729, 0.162)]",[44828.0],3,B,a
4,Ambul.ico   ,0.055,0.279,0.082,0.265,15583.0,15583.0,5.7786244037833105,5.7786244037833105,0,1,"[(0.082, 0.265)]",[15583.0],3,B,a
5,ANANAS.ICO  ,0.1304348,0.04255319,0.071,0.118,7189.0,7189.0,18.248623753773906,18.248623753773906,0,1,"[(0.071, 0.118)]",[7189.0],3,B,a
6,Anchor.ico  ,0.9130435,0.09422492,0.933,0.056,39839.0,39839.0,8.192958628319571,8.192958628319571,0,1,"[(0.933, 0.056)]",[39839.0],3,B,a
7,Ant.ico     ,0.7188406,0.674772,0.508,0.506,36140.0,36140.0,51.31327948966229,51.31327948966229,0,1,"[(0.508, 0.506)]",[36140.0],3,B,a
8,Apple.ico   ,0.8898551,0.9300912,0.445,0.816,31406.0,31406.0,87.2579756530917,87.2579756530917,0,1,"[(0.445, 0.816)]",[31406.0],3,B,a
9,AUTO.ICO    ,0.2550725,0.5349544,0.279,0.385,12349.0,12349.0,28.851765783319422,28.851765783319422,0,1,"[(0.279, 0.385)]",[12349.0],3,B,a
10,Bag.ico     ,0.4405797,0.2826748,0.565,0.233,19503.0,19503.0,25.454325462235143,25.454325462235143,0,1,"[(0.565, 0.233)]",[19503.0],3,B,a
1,AARDAPP.ICO ,0.4289855,0.325228,0.598,0.408,15878.0,15878.0,35.75692237193274,35.75692237193274,0,1,"[(0.598, 0.408)]",[15878.0],4,NT,a
