index,obj_name,correct_x,correct_y,placed_x_final,placed_y_final,time_ms_final,placed,distance,correct_binary,participant,group,trial,run
3,Cherry.ico  ,0.159,0.031,0.138,0.135,26595.0,1,0.10609901036296239,0,controle12,HC,15,b
4,Chess.ico   ,0.673,0.773,0.459,0.81,20452.0,1,0.2171750446068793,0,controle12,HC,15,b
5,Chicken.ico ,0.8521739,0.4194529,0.72,0.71,29642.0,1,0.31919830381695324,0,controle12,HC,15,b
6,CHURC01B.ICO,0.206,0.196,0.145,0.285,22515.0,1,0.10789810007595127,0,controle12,HC,15,b
7,CIG01B.ICO  ,0.824,0.601,0.71,0.391,16471.0,1,0.23894769302087848,0,controle12,HC,15,b
8,Cigar.ico   ,0.615,0.35,0.535,0.508,3009.0,1,0.17709884245810306,0,controle12,HC,15,b
9,CLIP01.ICO  ,0.034,0.785,0.096,0.846,10754.0,1,0.0869770084562581,1,controle12,HC,15,b
10,ZOUT.ICO    ,0.9565217,0.1580547,0.877,0.296,6412.0,1,0.15922501864650543,0,controle12,HC,15,b
1,Chain.ico   ,0.16,0.577,0.107,0.63,22353.0,1,0.07495331880577408,1,controle12,HC,16,b
2,Cheese.ico  ,0.409,0.349,0.311,0.296,27128.0,1,0.11141364368873317,0,controle12,HC,16,b
3,Cherry.ico  ,0.159,0.031,0.083,0.14,14666.0,1,0.13287964479181905,0,controle12,HC,16,b
4,Chess.ico   ,0.673,0.773,0.557,0.727,26166.0,1,0.12478781991845199,0,controle12,HC,16,b
5,Chicken.ico ,0.8521739,0.4194529,0.838,0.748,29884.0,1,0.3288526970538937,0,controle12,HC,16,b
6,CHURC01B.ICO,0.206,0.196,0.104,0.374,16075.0,1,0.20515360099203717,0,controle12,HC,16,b
7,CIG01B.ICO  ,0.824,0.601,0.761,0.541,12426.0,1,0.08699999999999992,1,controle12,HC,16,b
8,Cigar.ico   ,0.615,0.35,0.547,0.522,5384.0,1,0.1849540483471503,0,controle12,HC,16,b
9,CLIP01.ICO  ,0.034,0.785,0.14,0.887,21281.0,1,0.14710540438746633,0,controle12,HC,16,b
10,ZOUT.ICO    ,0.9565217,0.1580547,0.871,0.292,9366.0,1,0.1589191761965182,0,controle12,HC,16,b
1,JEEP.ICO    ,0.06666667,0.9118541,0.082,0.9,77368.0,1,0.019381194382671562,1,controle12,HC,17,b
2,KAST.ICO    ,0.39,0.888,0.431,0.871,89232.0,1,0.04438468204234428,1,controle12,HC,17,b
3,KETTLE.ICO  ,0.899,0.095,0.93,0.138,58884.0,1,0.05300943312279431,1,controle12,HC,17,b
4,Key.ico     ,0.735,0.07,0.738,0.104,100294.0,1,0.034132096331752015,1,controle12,HC,17,b
5,KLAVER.ICO  ,0.4869565,0.1762918,0.519,0.246,29682.0,1,0.07672039519899516,1,controle12,HC,17,b
6,KLOK.ICO    ,0.8318841,0.8996961,0.827,0.907,50379.0,1,0.00878643204150587,1,controle12,HC,17,b
7,Knife.ico   ,0.8347826,0.3647417,0.885,0.415,39210.0,1,0.07104705470074037,1,controle12,HC,17,b
8,Knight.ico  ,0.9449275,0.7173252,0.903,0.724,54928.0,1,0.04245548505540833,1,controle12,HC,17,b
9,KONIJN.ICO  ,0.1942029,0.668693,0.203,0.716,70248.0,1,0.048117992657736655,1,controle12,HC,17,b
10,KRAAN.ICO   ,0.1275362,0.07294833,0.105,0.082,66016.0,1,0.024286066792070297,1,controle12,HC,17,b
