trial index,trial type,number objects,encoding time (ms),absolute error score,bestfit score,final time (ms),permutations,swaps,substitutions,repetitions,run
0,P,2,6000,62.917884029094736,62.917884029094736,14436.0,01,0,0,2,a
1,P,2,6000,78.60188117806507,78.60188117806507,6178.0,01,0,0,2,a
2,P,2,0,157.25072250397125,89.58560272197104,16724.0,10,1,0,2,a
3,B,10,30000,681.0550585313317,315.1178396690832,148221.0,3129486750,1,3,11,a
4,NT,10,30000,662.084362780502,396.45558024295696,257245.0,5901436782,0,6,13,a
5,SimRI,10,0,941.2724264353501,306.312465450047,116513.0,0647825319,1,6,10,a
6,B,10,30000,332.5860059435628,241.70535832067918,94639.0,0123586749,0,3,13,a
7,NT,10,30000,470.10876982984297,419.75044970941343,119559.0,9423056718,0,5,10,a
8,DivRI,10,0,558.3052097760907,212.54245883644276,139971.0,0153786249,0,5,10,a
9,B,10,30000,355.4967155125408,305.0000843328711,97765.0,5132476089,1,3,12,a
10,NT,10,30000,720.1424225746132,358.2606652716207,172728.0,0486297135,1,7,10,a
11,SimRI,10,0,1025.7232993767984,404.465031975938,98832.0,2695180734,0,9,10,a
12,B,10,30000,610.8432633486096,264.5350967850375,123290.0,0628317549,0,7,10,a
13,NT,10,30000,371.4833265924987,278.50514024265493,94010.0,0629453781,0,4,11,a
14,DivRI,10,0,661.4036669946902,317.946470218302,121462.0,0643129875,1,6,10,a
15,DB,10,30000,313.53267349346254,292.76942392741984,65017.0,0123546789,1,0,11,b
16,D,10,0,1157.4750616614483,298.355177520851,73554.0,6734851920,0,9,10,b
17,DB,10,30000,436.4456756495967,415.06314307272277,77891.0,0923756184,0,4,10,b
18,D,10,0,626.9545602953226,430.8430528053834,89820.0,0724659183,1,4,12,b
19,C,10,3000,134.3425173577862,134.3425173577862,111847.0,0123456789,0,0,11,b
