trial index,trial type,number objects,encoding time (ms),absolute error score,bestfit score,final time (ms),permutations,swaps,substitutions,repetitions,run
0,P,2,6000,193.72602922718164,155.2275431945421,30846.0,10,1,0,3,a
1,P,2,6000,82.6115650020599,82.6115650020599,91682.0,01,0,0,7,a
2,P,2,0,208.76488371248888,189.87222439283246,18545.0,10,1,0,2,a
3,B,10,30000,903.2424927927187,325.02028700415804,49232.0,9571320468,0,10,10,a
4,NT,10,30000,883.8785822717336,530.8988532816478,46893.0,6103748529,0,7,10,a
5,SimRI,10,0,950.2751874528246,451.6204783927217,54980.0,5471392806,0,10,10,a
6,B,10,30000,696.6410501795449,457.08898560563085,59580.0,1263950784,1,4,10,a
7,NT,10,30000,667.5514285619782,461.4167214935394,42117.0,0527361849,0,7,10,a
8,DivRI,10,0,764.8174452438902,587.3399133130978,48066.0,8473951026,0,8,10,a
9,B,10,30000,852.7285226364916,358.8524856152527,44483.0,6093784152,2,5,10,a
10,NT,10,30000,814.6934705991774,383.66125248436975,55255.0,0164853792,0,6,10,a
11,SimRI,10,0,955.6792256366061,519.971080964478,53527.0,2019637854,0,10,10,a
12,B,10,30000,902.5889245424668,551.9262779628712,41645.0,7821503649,0,8,10,a
13,NT,10,30000,1083.0912584149064,559.0285149395253,42287.0,6089513274,0,10,10,a
14,DivRI,10,0,913.1019190816937,540.9748681335718,50655.0,1895340627,0,10,10,a
15,DB,10,30000,1044.2833454235224,390.77438759728324,36670.0,3285906174,1,7,10,b
16,D,10,0,1131.2010858660765,442.9924685430302,44204.0,3601759842,0,9,10,b
17,DB,10,30000,758.9446415334264,324.3791331436823,43519.0,6320759148,0,8,10,b
18,D,10,0,703.9938009988402,298.73458687093165,39175.0,0853674291,1,6,10,b
19,C,10,3000,69.50513703287702,69.50513703287702,104216.0,0123456789,0,0,11,b
