object index,object name,correct x,correct y,final placement x,final placement y,final time (ms),first time (ms),absolute distance,bestfit_dist,correct result,number placements,all placements,all times,trial,trial type,run
1,Hat.ico     ,0.339,0.801,0.17,0.87,12213.0,12213.0,34.683197661115386,34.683197661115386,0,1,"[(0.17, 0.87)]",[12213.0],0,P,a
2,HORLOGE.ICO ,0.512,0.532,0.87,0.81,23884.0,10554.0,86.12010682761604,86.12010682761604,0,2,"[(-1.0, -1.0), (0.87, 0.81)]","[10554.0, 23884.0]",0,P,a
1,Hat.ico     ,0.381,0.357,0.674,0.516,4356.0,4356.0,63.33871643789445,24.362267956822087,0,1,"[(0.674, 0.516)]",[4356.0],1,P,a
2,HORLOGE.ICO ,0.822,0.442,0.306,0.461,7465.0,7465.0,98.1064406652285,31.439115763647028,0,1,"[(0.306, 0.461)]",[7465.0],1,P,a
1,Hat.ico     ,0.512,0.532,0.412,0.648,34325.0,34325.0,29.099168372996505,60.0150422810815,0,1,"[(0.412, 0.648)]",[34325.0],2,P,a
2,HORLOGE.ICO ,0.339,0.801,0.754,0.735,37545.0,37545.0,79.84092997955372,32.20934336493062,0,1,"[(0.754, 0.735)]",[37545.0],2,P,a
1,AARDAPP.ICO ,0.827,0.467,0.862,0.424,167537.0,167537.0,10.534296369478135,32.58098371749999,0,1,"[(0.862, 0.424)]",[167537.0],3,B,a
2,AARDBEI.ICO ,0.1275362,0.7386018,0.407,0.838,71632.0,71632.0,56.35670889982707,3.5338021987440116,0,1,"[(0.407, 0.838)]",[71632.0],3,B,a
3,Alarm.ico   ,0.5971014,0.1337386,0.17,0.396,78139.0,78139.0,95.22709165993841,138.5988026333933,0,1,"[(0.17, 0.396)]",[78139.0],3,B,a
4,Ambul.ico   ,0.055,0.279,0.366,0.571,55185.0,55185.0,81.05342990891872,31.170425085327278,0,1,"[(0.366, 0.571)]",[55185.0],3,B,a
5,ANANAS.ICO  ,0.1304348,0.04255319,0.271,0.74,150385.0,150385.0,135.1794425166445,109.92891566668344,0,1,"[(0.271, 0.74)]",[150385.0],3,B,a
6,Anchor.ico  ,0.9130435,0.09422492,0.83,0.819,99953.0,99953.0,138.60824122422645,63.40338497551496,0,1,"[(0.83, 0.819)]",[99953.0],3,B,a
7,Ant.ico     ,0.7188406,0.674772,0.693,0.574,110075.0,110075.0,19.76614900743685,26.57834950526831,0,1,"[(0.693, 0.574)]",[110075.0],3,B,a
8,Apple.ico   ,0.8898551,0.9300912,0.426,0.391,156513.0,156513.0,135.12471873515796,23.976078629658055,0,1,"[(0.426, 0.391)]",[156513.0],3,B,a
9,AUTO.ICO    ,0.2550725,0.5349544,0.145,0.745,42665.0,42665.0,45.05649172999957,39.07602255111848,0,1,"[(0.145, 0.745)]",[42665.0],3,B,a
10,Bag.ico     ,0.4405797,0.2826748,0.641,0.791,173534.0,21118.0,103.8177117953261,20.76737078971224,0,2,"[(-1.0, -1.0), (0.641, 0.791)]","[21118.0, 173534.0]",3,B,a
1,AARDAPP.ICO ,0.4289855,0.325228,0.162,0.536,118968.0,118968.0,64.62963688829161,33.44747889919994,0,1,"[(0.162, 0.536)]",[118968.0],4,NT,a
2,AARDBEI.ICO ,0.159,0.027,0.732,0.24,97744.0,97744.0,116.1486022300742,64.5849100022598,0,1,"[(0.732, 0.24)]",[97744.0],4,NT,a
3,Alarm.ico   ,0.034,0.486,0.222,0.183,124484.0,124484.0,67.75118670547403,26.109622747178868,0,1,"[(0.222, 0.183)]",[124484.0],4,NT,a
4,Ambul.ico   ,0.4869565,0.04863222,0.115,0.648,12600.0,12600.0,134.0265674661448,56.445238627514556,0,1,"[(0.115, 0.648)]",[12600.0],4,NT,a
5,ANANAS.ICO  ,0.1594203,0.7294833,0.138,0.817,83302.0,83302.0,17.11899159759061,17.63287138949234,0,1,"[(0.138, 0.817)]",[83302.0],4,NT,a
6,Anchor.ico  ,0.73,0.201,0.326,0.468,40980.0,40980.0,92.00886098632022,7.4197371921113175,0,1,"[(0.326, 0.468)]",[40980.0],4,NT,a
7,Ant.ico     ,0.217,0.948,0.465,0.276,111729.0,111729.0,136.0973063657029,29.06565326979595,0,1,"[(0.465, 0.276)]",[111729.0],4,NT,a
8,Apple.ico   ,0.415,0.725,0.334,0.827,18644.0,18644.0,24.74745441454534,24.74745441454534,0,1,"[(0.334, 0.827)]",[18644.0],4,NT,a
9,AUTO.ICO    ,0.8985507,0.9392097,0.568,0.735,30103.0,30103.0,73.82309762594186,73.82309762594186,0,1,"[(0.568, 0.735)]",[30103.0],4,NT,a
10,Bag.ico     ,0.759,0.02,0.134,0.366,76289.0,76289.0,135.73249463558827,74.06881395027195,0,1,"[(0.134, 0.366)]",[76289.0],4,NT,a
1,AARDAPP.ICO ,0.827,0.467,0.854,0.184,109818.0,109818.0,54.01416295750589,6.07108721729478,0,1,"[(0.854, 0.184)]",[109818.0],5,SimRI,a
2,AARDBEI.ICO ,0.1275362,0.7386018,0.216,0.778,43400.0,43400.0,18.399675020495557,18.399675020495557,0,1,"[(0.216, 0.778)]",[43400.0],5,SimRI,a
3,Alarm.ico   ,0.5971014,0.1337386,0.713,0.63,36342.0,36342.0,96.82692724800427,28.72059697029837,0,1,"[(0.713, 0.63)]",[36342.0],5,SimRI,a
4,Ambul.ico   ,0.055,0.279,0.322,0.41,19488.0,19488.0,56.507034960259595,52.21820851005902,0,1,"[(0.322, 0.41)]",[19488.0],5,SimRI,a
5,ANANAS.ICO  ,0.1304348,0.04255319,0.413,0.648,74166.0,74166.0,126.94629748380532,32.028237754406675,0,1,"[(0.413, 0.648)]",[74166.0],5,SimRI,a
6,Anchor.ico  ,0.9130435,0.09422492,0.816,0.437,87601.0,87601.0,67.68700236117239,20.415674510369627,0,1,"[(0.816, 0.437)]",[87601.0],5,SimRI,a
7,Ant.ico     ,0.7188406,0.674772,0.124,0.211,97524.0,97524.0,143.3108685580553,8.578756890377308,0,1,"[(0.124, 0.211)]",[97524.0],5,SimRI,a
8,Apple.ico   ,0.8898551,0.9300912,0.558,0.775,51468.0,51468.0,69.59839988430441,69.59839988430441,0,1,"[(0.558, 0.775)]",[51468.0],5,SimRI,a
9,AUTO.ICO    ,0.2550725,0.5349544,0.546,0.276,121814.0,121814.0,74.00157102680674,36.90130818786132,0,1,"[(0.546, 0.276)]",[121814.0],5,SimRI,a
10,Bag.ico     ,0.4405797,0.2826748,0.138,0.541,65958.0,65958.0,75.5919205698426,33.05828111438029,0,1,"[(0.138, 0.541)]",[65958.0],5,SimRI,a
1,Bike.ico    ,0.149,0.929,0.138,0.292,73164.0,73164.0,121.04804418081278,22.23649477772971,0,1,"[(0.138, 0.292)]",[73164.0],6,B,a
2,black.ico   ,0.3246377,0.8844985,0.483,0.863,80812.0,80812.0,30.364831773678482,30.364831773678482,0,1,"[(0.483, 0.863)]",[80812.0],6,B,a
3,BLAD.ICO    ,0.868,0.526,0.585,0.405,90748.0,90748.0,58.47865422528121,35.42621204701399,0,1,"[(0.585, 0.405)]",[90748.0],6,B,a
4,BLUSSER.ICO ,0.634,0.148,0.855,0.712,60369.0,60369.0,115.09311751794718,49.709606717414296,0,1,"[(0.855, 0.712)]",[60369.0],6,B,a
5,BOEK.ICO    ,0.3652174,0.7355623,0.532,0.691,14087.0,14087.0,32.800314879741705,32.800314879741705,0,1,"[(0.532, 0.691)]",[14087.0],6,B,a
6,Bomb.ico    ,0.055,0.143,0.225,0.84,7114.0,7114.0,136.31212308521938,32.406002530395504,0,1,"[(0.225, 0.84)]",[7114.0],6,B,a
7,BOOM.ICO    ,0.06956521,0.5835866,0.724,0.832,45042.0,45042.0,132.99920086600045,18.261821946145954,0,1,"[(0.724, 0.832)]",[45042.0],6,B,a
8,Boot.ico    ,0.7014493,0.4589666,0.795,0.443,34159.0,34159.0,18.031656465128346,18.031656465128346,0,1,"[(0.795, 0.443)]",[34159.0],6,B,a
9,bottle.ico  ,0.3391304,0.2644377,0.254,0.454,23433.0,23433.0,39.482096273307796,39.482096273307796,0,1,"[(0.254, 0.454)]",[23433.0],6,B,a
10,Bow.ico     ,0.5913044,0.9148936,0.165,0.595,54561.0,54561.0,101.26614231701309,29.72724187693087,0,1,"[(0.165, 0.595)]",[54561.0],6,B,a
1,Box.ico     ,0.5449275,0.2097264,0.227,0.666,18852.0,18852.0,105.66178168385618,93.53281290395836,0,1,"[(0.227, 0.666)]",[18852.0],7,NT,a
2,BRAIN.ICO   ,0.06,0.537,0.191,0.87,57493.0,57493.0,67.98974187331497,40.094051927935645,0,1,"[(0.191, 0.87)]",[57493.0],7,NT,a
3,BRIEF.ICO   ,0.08405797,0.05775076,0.866,0.704,63408.0,63408.0,192.74199907432643,26.539091452415168,0,1,"[(0.866, 0.704)]",[63408.0],7,NT,a
4,BRIL.ICO    ,0.929,0.689,0.11,0.195,51910.0,51910.0,181.72553948193413,12.304608892606065,0,1,"[(0.11, 0.195)]",[51910.0],7,NT,a
5,BTRHAM.ICO  ,0.37,0.394,0.547,0.702,10692.0,10692.0,67.49494277351452,29.76275860870427,0,1,"[(0.547, 0.702)]",[10692.0],7,NT,a
6,Bus.ico     ,0.249,0.921,0.178,0.426,27243.0,27243.0,95.01253917246925,96.09887460319189,0,1,"[(0.178, 0.426)]",[27243.0],7,NT,a
7,Butterf.ico ,0.109,0.822,0.745,0.822,34900.0,34900.0,120.84,18.052999750733953,0,1,"[(0.745, 0.822)]",[34900.0],7,NT,a
8,Cactus.ico  ,0.897,0.157,0.467,0.517,76565.0,76565.0,106.55256918535564,65.58083332803876,0,1,"[(0.467, 0.517)]",[76565.0],7,NT,a
9,CADEAU.ICO  ,0.1507246,0.2462006,0.273,0.254,42195.0,42195.0,23.27953946037748,34.55272721287383,0,1,"[(0.273, 0.254)]",[42195.0],7,NT,a
10,Cake.ico    ,0.477,0.03,0.778,0.481,69496.0,69496.0,103.02170742130029,57.56466972023725,0,1,"[(0.778, 0.481)]",[69496.0],7,NT,a
1,Bike.ico    ,0.149,0.929,0.759,0.609,63072.0,63072.0,130.87952475463837,33.30424147162041,0,1,"[(0.759, 0.609)]",[63072.0],8,DivRI,a
2,black.ico   ,0.3246377,0.8844985,0.12,0.24,87568.0,87568.0,128.4791892174129,59.683932526298854,0,1,"[(0.12, 0.24)]",[87568.0],8,DivRI,a
3,BLAD.ICO    ,0.868,0.526,0.843,0.374,96584.0,96584.0,29.268018381844715,26.030693421420793,0,1,"[(0.843, 0.374)]",[96584.0],8,DivRI,a
4,BLUSSER.ICO ,0.634,0.148,0.198,0.671,35615.0,35615.0,129.37102650902946,38.76419094989601,0,1,"[(0.198, 0.671)]",[35615.0],8,DivRI,a
5,BOEK.ICO    ,0.3652174,0.7355623,0.252,0.399,68231.0,68231.0,67.46802389376914,29.102058076194627,0,1,"[(0.252, 0.399)]",[68231.0],8,DivRI,a
6,Bomb.ico    ,0.055,0.143,0.634,0.83,55578.0,55578.0,170.70524596508452,22.185296932878767,0,1,"[(0.634, 0.83)]",[55578.0],8,DivRI,a
7,BOOM.ICO    ,0.06956521,0.5835866,0.468,0.622,74750.0,74750.0,76.05362548667051,29.518319395364276,0,1,"[(0.468, 0.622)]",[74750.0],8,DivRI,a
8,Boot.ico    ,0.7014493,0.4589666,0.841,0.816,107236.0,107236.0,72.8340277738119,31.367799551074732,0,1,"[(0.841, 0.816)]",[107236.0],8,DivRI,a
9,bottle.ico  ,0.3391304,0.2644377,0.295,0.832,101573.0,101573.0,108.16232191819267,30.45855811746093,0,1,"[(0.295, 0.832)]",[101573.0],8,DivRI,a
10,Bow.ico     ,0.5913044,0.9148936,0.631,0.352,112169.0,112169.0,107.21539318329972,51.027589672348356,0,1,"[(0.631, 0.352)]",[112169.0],8,DivRI,a
