trial index,trial type,number objects,encoding time (ms),absolute error score,bestfit score,final time (ms),permutations,swaps,substitutions,repetitions,run
0,P,2,6000,64.48391219256776,64.48391219256776,31151.0,01,0,0,4,a
1,P,2,6000,72.68243880742662,72.68243880742662,17568.0,01,0,0,2,a
2,P,2,0,156.48431600519203,62.791368291291576,17440.0,10,1,0,2,a
3,B,10,30000,597.639204630547,372.5875549408317,68218.0,0863457192,0,6,11,a
4,NT,10,30000,830.8696228597545,353.0888343257215,79400.0,9132704865,1,7,11,a
5,SimRI,10,0,588.802588375472,257.4258371753153,102897.0,9723458610,1,4,13,a
6,B,10,30000,279.2270190939273,279.2270190939273,68732.0,0123456789,0,0,10,a
7,NT,10,30000,689.6998311700955,373.57748718679915,131403.0,7623859410,0,7,12,a
8,DivRI,10,0,763.4530941253278,296.46752549046744,158323.0,1329457680,1,4,15,a
9,B,10,30000,311.14836872965617,305.2703673730034,87395.0,0193458726,0,4,10,a
10,NT,10,30000,1093.3136146042343,266.9185428329021,107690.0,3195084267,0,9,12,a
11,SimRI,10,0,1158.7745115938776,297.98268354695625,157309.0,9805734261,1,8,10,a
12,B,10,30000,432.43132706006725,275.91060792990714,130956.0,0642351789,1,3,18,a
13,NT,10,30000,577.3588354858589,289.98579712974197,138494.0,0185932746,1,5,18,a
14,DivRI,10,0,703.2090821040636,305.1110903072594,110707.0,7638150429,0,8,11,a
15,DB,10,30000,709.0064087871858,302.3718349565204,103102.0,0391526784,1,4,14,b
16,D,10,0,1151.581490612,341.5026726612691,167195.0,7631892045,3,4,20,b
17,DB,10,30000,614.050390924412,296.98823054020306,146772.0,1743650289,0,6,19,b
18,D,10,0,581.4241163258042,315.47336448632115,114456.0,5143620789,0,5,12,b
19,C,10,3000,104.33725144962595,104.33725144962595,153904.0,0123456789,0,0,25,b
