trial index,trial type,number objects,encoding time (ms),absolute error score,bestfit score,final time (ms),permutations,swaps,substitutions,repetitions,run
0,P,2,6000,106.79290143731683,106.79290143731683,48498.0,01,0,0,2,a
1,P,2,6000,91.86980695273903,91.86980695273903,7559.0,01,0,0,2,a
2,P,2,0,141.62171159523436,102.66380308420261,22064.0,10,1,0,2,a
3,B,10,30000,1032.9011973973304,389.6946997939116,110423.0,8935712046,0,10,10,a
4,NT,10,30000,811.8157988056674,405.5953904429218,114178.0,6934758201,1,7,10,a
5,SimRI,10,0,849.7766689942351,462.0180176364105,108080.0,4275308916,0,10,10,a
6,B,10,30000,713.0357905267443,399.5100113362185,131222.0,8043516297,0,8,11,a
7,NT,10,30000,761.9086605980328,528.9648430165274,173513.0,2495860731,0,9,11,a
8,DivRI,10,0,935.5119286923716,520.2663686735909,157793.0,9314276508,1,7,12,a
9,B,10,30000,630.3343779921885,379.52340702860596,76019.0,2536471089,0,7,10,a
10,NT,10,30000,619.7212692009091,367.7785520186529,132099.0,3104275689,0,7,10,a
11,SimRI,10,0,931.5758794576586,359.3875681829246,150841.0,8937024561,1,8,10,a
12,B,10,30000,706.9834438230755,604.274923070657,167146.0,0452179683,1,6,12,a
13,NT,10,30000,568.2900760867226,385.3058261422508,112546.0,8126537049,0,7,10,a
14,DivRI,10,0,661.9959743988818,437.3986220685832,117820.0,0429716835,0,7,10,a
15,DB,10,30000,615.1703181610172,452.4476269476858,173031.0,0623941785,1,3,11,b
16,D,10,0,941.3868779295353,636.4099340282478,201299.0,4381790562,1,8,13,b
17,DB,10,30000,569.1299160687046,395.208813551614,107190.0,1076354289,2,3,12,b
18,D,10,0,638.3277393478356,394.3845125303844,138030.0,2134956708,0,6,11,b
19,C,10,3000,107.56138537198991,107.56138537198991,151868.0,0123456789,0,0,13,b
