trial index,trial type,number objects,encoding time (ms),absolute error score,bestfit score,final time (ms),permutations,swaps,substitutions,repetitions,run
0,P,2,6000,108.06769591519175,108.06769591519175,23628.0,01,0,0,3,a
1,P,2,6000,58.97266578474759,58.97266578474759,13230.0,01,0,0,3,a
2,P,2,0,110.31431691072014,110.31431691072014,16789.0,01,0,0,2,a
3,B,10,30000,386.3615875514825,252.2268004547331,42814.0,0182456739,0,3,12,a
4,NT,10,30000,468.33438476050094,247.62431732663202,38733.0,5120476389,0,4,11,a
5,SimRI,10,0,438.5569655103098,236.77417331935806,41182.0,0132458769,2,0,11,a
6,B,10,30000,453.5078010282035,282.01495070437664,33614.0,0147856329,1,3,10,a
7,NT,10,30000,503.33461258260286,383.3588723592775,41826.0,0123465798,2,0,12,a
8,DivRI,10,0,644.479762946494,304.0079571646026,34474.0,6143852970,0,7,11,a
9,B,10,30000,351.223319165707,314.74709008301284,25035.0,2193456780,0,3,10,a
10,NT,10,30000,285.18798104717183,246.29044087779502,35908.0,2103456789,1,0,13,a
11,SimRI,10,0,310.9850339280282,248.87909741742294,36727.0,0523196784,0,4,10,a
12,B,10,30000,280.806553188212,269.8163736970315,27560.0,1423056789,0,3,10,a
13,NT,10,30000,315.2981969378801,265.8837284192845,26912.0,0125463789,0,3,11,a
14,DivRI,10,0,416.45269955467575,305.6845298304055,32098.0,0428356179,0,5,10,a
15,DB,10,30000,438.0625555132173,317.24427872710226,21539.0,0251473689,0,6,10,b
16,D,10,0,397.31339458862664,333.58881658389237,23537.0,0721453689,0,4,10,b
17,DB,10,30000,341.41555340350635,254.1951480274026,40671.0,0126953784,2,0,10,b
18,D,10,0,358.8553490744321,299.19073585916567,24558.0,0123956784,1,0,10,b
19,C,10,3000,52.450220011753444,52.450220011753444,113708.0,0123456789,0,0,18,b
